-1.003366 -0.999750 5.171798
-0.894964 -1.014148 5.135527
-0.799009 -1.011271 5.130940
-0.701781 -1.021544 5.121297
-0.589028 -1.002882 5.103544
-0.485908 -0.991625 5.083080
-0.394328 -0.996239 5.075075
-0.293520 -1.014510 5.092143
-0.176468 -0.994392 5.057685
-0.093641 -1.018529 5.049614
-0.001499 -0.971731 5.022361
0.093242 -0.982817 5.019881
0.202771 -0.989668 5.018075
0.300033 -1.006685 4.983896
0.401873 -0.996384 4.979435
0.517676 -0.972196 4.982332
0.585522 -1.000881 4.961875
0.698332 -0.998038 4.936984
0.804981 -1.012561 4.950874
0.911706 -1.004306 4.932440
0.997879 -1.005376 4.930862
-0.988055 -0.888630 5.150280
-0.910352 -0.893122 5.133458
-0.800221 -0.905820 5.150565
-0.691724 -0.905237 5.123192
-0.604080 -0.898611 5.107395
-0.492713 -0.893930 5.103862
-0.398249 -0.901688 5.095012
-0.306610 -0.907429 5.061076
-0.197839 -0.897644 5.078071
-0.098021 -0.910463 5.059306
0.018145 -0.906611 5.044324
0.083428 -0.900877 5.036054
0.215805 -0.908881 4.997693
0.291678 -0.894497 4.996282
0.391969 -0.900031 4.974402
0.503309 -0.914079 4.966005
0.594281 -0.898544 4.963729
0.687991 -0.894040 4.979800
0.792535 -0.912209 4.940016
0.887174 -0.893399 4.936474
0.985837 -0.894943 4.917425
-0.997257 -0.792188 5.163128
-0.881216 -0.805539 5.145190
-0.812878 -0.799006 5.130652
-0.691964 -0.798932 5.124247
-0.599748 -0.805999 5.121153
-0.515108 -0.800618 5.092558
-0.424450 -0.803610 5.084254
-0.307176 -0.794468 5.058343
-0.196087 -0.789752 5.064807
-0.111859 -0.804168 5.039729
-0.005486 -0.806418 5.038829
0.098638 -0.793684 5.028584
0.191285 -0.787925 5.008437
0.288126 -0.788761 5.006076
0.397540 -0.790391 4.975603
0.503448 -0.781940 4.980385
0.593548 -0.814071 4.981374
0.680328 -0.805352 4.949816
0.814772 -0.814102 4.953673
0.895485 -0.794498 4.926236
0.990896 -0.804601 4.901167
-0.990593 -0.692964 5.148980
-0.882447 -0.700755 5.157769
-0.807310 -0.696915 5.133161
-0.685353 -0.698089 5.126915
-0.587706 -0.715444 5.099390
-0.496996 -0.715873 5.098857
-0.400033 -0.689911 5.084238
-0.298834 -0.686687 5.068831
-0.208467 -0.708432 5.070233
-0.099399 -0.696494 5.041648
0.011512 -0.709691 5.045527
0.100826 -0.702115 5.029440
0.191492 -0.706604 4.993193
0.256340 -0.703594 5.000883
0.400694 -0.700012 4.983307
0.499751 -0.692501 4.985246
0.592813 -0.698144 4.960451
0.695476 -0.708308 4.962182
0.802541 -0.694419 4.948888
0.892330 -0.701705 4.939832
0.998786 -0.704657 4.910230
-1.021876 -0.604412 5.154838
-0.883512 -0.592314 5.121672
-0.795897 -0.606833 5.135849
-0.695044 -0.619124 5.114422
-0.600632 -0.605228 5.115195
-0.503177 -0.590007 5.089401
-0.410058 -0.598525 5.073491
-0.298673 -0.585263 5.064758
-0.207965 -0.584137 5.053314
-0.100801 -0.610812 5.027308
-0.020101 -0.587961 5.053830
0.101789 -0.601818 5.016415
0.197658 -0.604338 5.002849
0.303078 -0.609484 4.997947
0.399744 -0.599817 4.997576
0.483675 -0.604069 4.982362
0.578382 -0.595079 4.958612
0.714601 -0.609546 4.958415
0.787230 -0.586352 4.943543
0.876959 -0.616538 4.939751
0.990707 -0.598479 4.916806
-0.997385 -0.502906 5.158890
-0.890040 -0.501701 5.159462
-0.777436 -0.497439 5.110858
-0.703629 -0.500156 5.127405
-0.591747 -0.502020 5.122731
-0.487136 -0.507352 5.090209
-0.390165 -0.480126 5.080803
-0.300105 -0.505536 5.064109
-0.173498 -0.490497 5.070264
-0.124988 -0.514128 5.046521
0.005073 -0.486891 5.042631
0.080719 -0.501401 5.013184
0.209704 -0.502652 5.001270
0.289904 -0.510234 4.990753
0.405466 -0.498265 4.987590
0.495777 -0.493667 4.989138
0.598049 -0.488672 4.949130
0.686787 -0.506507 4.957935
0.794074 -0.494488 4.946586
0.890971 -0.492323 4.925455
0.999443 -0.529565 4.897621
-0.989374 -0.384005 5.154114
-0.885066 -0.402255 5.157357
-0.778772 -0.404746 5.126455
-0.715736 -0.387013 5.124289
-0.596871 -0.398762 5.121306
-0.492703 -0.389037 5.089987
-0.399169 -0.408451 5.080009
-0.298003 -0.402993 5.050709
-0.195353 -0.402380 5.069736
-0.089599 -0.393627 5.057775
0.008188 -0.403375 5.045552
0.098732 -0.419282 5.020709
0.190749 -0.397239 5.021229
0.284058 -0.396809 5.001932
0.380226 -0.374243 4.982925
0.485354 -0.401761 4.971850
0.585956 -0.386834 4.956612
0.690380 -0.394231 4.966337
0.799177 -0.400275 4.952462
0.898007 -0.394523 4.938680
0.994530 -0.401616 4.907467
